alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,2_1_3,90,Windward,-0.582489,0.167284,-1.372797,-0.112199,-0.681968,-0.561965,-0.468059,0.213910,1.260597,0.287188,-0.692548,0.838434
Alpha1_4,2_1_3,90,SideRight,0.563465,0.211619,0.068136,1.462503,0.409345,0.536890,0.697280,0.287936,1.394367,0.375567,0.630690,0.304945
Alpha1_4,2_1_3,90,Leeward,-0.620981,0.185349,-1.424948,-0.076065,-0.740270,-0.599899,-0.485736,0.254534,1.348883,0.298478,-0.526838,0.213731
Alpha1_4,2_1_3,90,SideLeft,-0.289151,0.068307,-0.618131,-0.074203,-0.328116,-0.281351,-0.241106,0.087010,0.543928,0.236232,-0.681101,0.689105
Alpha1_4,2_1_3,95,Windward,-0.655864,0.147956,-1.284870,-0.225639,-0.750136,-0.648755,-0.555661,0.194475,1.059231,0.225589,-0.355456,0.355297
Alpha1_4,2_1_3,95,SideRight,0.520383,0.185275,0.036669,1.288108,0.383194,0.508260,0.643553,0.260358,1.251440,0.356035,0.416725,0.050411
Alpha1_4,2_1_3,95,Leeward,-0.501257,0.157839,-1.148477,-0.058633,-0.607522,-0.486488,-0.384775,0.222747,1.089845,0.314887,-0.424093,0.029051
Alpha1_4,2_1_3,95,SideLeft,-0.298590,0.062921,-0.603976,-0.072014,-0.334037,-0.293258,-0.256224,0.077813,0.531962,0.210727,-0.625982,0.932548
Alpha1_4,2_1_3,100,Windward,-0.708293,0.153200,-1.412340,-0.239838,-0.805586,-0.699347,-0.603388,0.202198,1.172502,0.216295,-0.326648,0.232080
Alpha1_4,2_1_3,100,SideRight,0.537159,0.204822,0.040968,1.572188,0.385914,0.523223,0.669425,0.283511,1.531221,0.381307,0.473444,0.229562
Alpha1_4,2_1_3,100,Leeward,-0.426619,0.155821,-1.258606,0.107454,-0.517374,-0.415393,-0.318124,0.199250,1.366059,0.365245,-0.640434,1.128557
Alpha1_4,2_1_3,100,SideLeft,-0.355578,0.072960,-0.660888,-0.094838,-0.402802,-0.349611,-0.303882,0.098920,0.566050,0.205187,-0.334498,0.023191
Alpha1_4,2_1_4,0,Windward,0.571321,0.198846,0.106290,1.395369,0.421907,0.555887,0.706227,0.284319,1.289078,0.348046,0.433052,-0.078565
Alpha1_4,2_1_4,0,SideRight,-0.831279,0.236118,-2.212095,-0.276731,-0.971438,-0.799194,-0.667297,0.304141,1.935364,0.284042,-0.769810,1.042239
Alpha1_4,2_1_4,0,Leeward,-0.640295,0.117156,-1.158279,-0.316293,-0.705636,-0.625691,-0.558548,0.147087,0.841985,0.182971,-0.760258,0.843479
Alpha1_4,2_1_4,0,SideLeft,-0.867245,0.255635,-2.247587,-0.254388,-1.004203,-0.832611,-0.688852,0.315351,1.993199,0.294767,-0.810964,0.921601
Alpha1_4,2_1_4,5,Windward,0.563854,0.184827,0.011965,1.265755,0.426385,0.550021,0.692122,0.265737,1.253790,0.327792,0.308356,-0.240528
Alpha1_4,2_1_4,5,SideRight,-0.882092,0.254998,-2.032082,-0.259536,-1.036518,-0.847597,-0.696647,0.339871,1.772545,0.289083,-0.728186,0.727685
Alpha1_4,2_1_4,5,Leeward,-0.642745,0.116256,-1.220523,-0.308715,-0.714998,-0.633327,-0.561946,0.153052,0.911808,0.180874,-0.496920,0.544013
Alpha1_4,2_1_4,5,SideLeft,-0.834226,0.238608,-2.034852,-0.278442,-0.967304,-0.798465,-0.665067,0.302237,1.756409,0.286023,-0.891464,1.108258
Alpha1_4,2_1_4,10,Windward,0.563478,0.181663,0.097885,1.251987,0.433446,0.546643,0.679638,0.246192,1.154102,0.322397,0.426518,0.017638
Alpha1_4,2_1_4,10,SideRight,-0.913642,0.258610,-2.155183,-0.201092,-1.062368,-0.886941,-0.734846,0.327523,1.954091,0.283054,-0.704726,0.984178
Alpha1_4,2_1_4,10,Leeward,-0.625451,0.126553,-1.243206,-0.279850,-0.697801,-0.607594,-0.534760,0.163041,0.963356,0.202338,-0.826317,1.036174
Alpha1_4,2_1_4,10,SideLeft,-0.775092,0.219335,-1.996866,-0.269948,-0.881997,-0.729570,-0.623531,0.258466,1.726918,0.282979,-1.187337,2.062939
Alpha1_4,2_1_4,15,Windward,0.556552,0.181023,0.067510,1.252927,0.429105,0.544520,0.667655,0.238549,1.185417,0.325258,0.436332,0.237756
Alpha1_4,2_1_4,15,SideRight,-0.876047,0.239415,-1.938019,-0.218287,-1.019916,-0.857680,-0.705916,0.314001,1.719733,0.273290,-0.504666,0.425367
Alpha1_4,2_1_4,15,Leeward,-0.581775,0.108520,-1.351724,-0.292592,-0.644506,-0.567949,-0.505897,0.138608,1.059131,0.186533,-0.963107,2.333805
Alpha1_4,2_1_4,15,SideLeft,-0.700155,0.175456,-1.676211,-0.318184,-0.792047,-0.672734,-0.576242,0.215804,1.358027,0.250596,-1.126548,2.217163
Alpha1_4,2_1_4,20,Windward,0.548128,0.181692,0.034210,1.260379,0.425562,0.538400,0.665571,0.240009,1.226169,0.331477,0.269000,0.080745
Alpha1_4,2_1_4,20,SideRight,-0.810320,0.266326,-1.959595,0.020615,-0.976430,-0.791874,-0.628711,0.347719,1.980210,0.328668,-0.383293,0.476110
Alpha1_4,2_1_4,20,Leeward,-0.584611,0.102269,-1.139662,-0.318074,-0.647504,-0.571136,-0.514021,0.133483,0.821589,0.174935,-0.757740,1.299614
Alpha1_4,2_1_4,20,SideLeft,-0.682517,0.171251,-1.677132,-0.310664,-0.752390,-0.648081,-0.571074,0.181316,1.366468,0.250911,-1.627687,4.348667
Alpha1_4,2_1_4,25,Windward,0.511761,0.158463,0.043434,1.184984,0.398815,0.493928,0.608716,0.209901,1.141550,0.309642,0.492411,0.147799
Alpha1_4,2_1_4,25,SideRight,-0.604344,0.259751,-1.580330,0.092818,-0.785909,-0.588511,-0.413631,0.372278,1.673149,0.429807,-0.260969,-0.322611
Alpha1_4,2_1_4,25,Leeward,-0.551173,0.087873,-1.077182,-0.322052,-0.603510,-0.538759,-0.488882,0.114628,0.755129,0.159428,-0.782054,1.280688
Alpha1_4,2_1_4,25,SideLeft,-0.627475,0.122322,-1.776976,-0.340784,-0.685276,-0.610685,-0.545226,0.140050,1.436192,0.194943,-1.556348,6.900626
Alpha1_4,2_1_4,30,Windward,0.480233,0.171915,0.047667,1.210041,0.352390,0.466639,0.592939,0.240550,1.162375,0.357983,0.424681,-0.006978
Alpha1_4,2_1_4,30,SideRight,-0.368438,0.228247,-1.441106,0.281675,-0.512871,-0.355305,-0.201429,0.311442,1.722781,0.619498,-0.441777,0.325653
Alpha1_4,2_1_4,30,Leeward,-0.540563,0.085793,-0.988434,-0.306645,-0.591184,-0.531449,-0.481065,0.110119,0.681789,0.158710,-0.718931,1.234728
Alpha1_4,2_1_4,30,SideLeft,-0.604578,0.111271,-1.430946,-0.330599,-0.659440,-0.591167,-0.531084,0.128356,1.100347,0.184048,-1.296450,4.051456
Alpha1_4,2_1_4,35,Windward,0.432347,0.165723,-0.013003,1.186281,0.315676,0.419337,0.531746,0.216070,1.199284,0.383309,0.507315,0.375521
Alpha1_4,2_1_4,35,SideRight,-0.168792,0.193003,-1.213355,0.432653,-0.280004,-0.164038,-0.038285,0.241719,1.646008,1.143431,-0.408524,0.755760
Alpha1_4,2_1_4,35,Leeward,-0.550677,0.083754,-0.939859,-0.321997,-0.596371,-0.541372,-0.492162,0.104209,0.617862,0.152092,-0.744184,0.903647
Alpha1_4,2_1_4,35,SideLeft,-0.595073,0.098539,-1.116137,-0.313009,-0.650874,-0.582961,-0.525863,0.125011,0.803127,0.165592,-0.748104,0.957336
Alpha1_4,2_1_4,40,Windward,0.364875,0.152401,-0.114502,1.032034,0.256510,0.352798,0.458727,0.202216,1.146536,0.417682,0.456873,0.185014
Alpha1_4,2_1_4,40,SideRight,0.012883,0.162978,-0.575476,0.621720,-0.096538,0.011814,0.116442,0.212979,1.197195,12.650701,0.100886,0.247948
Alpha1_4,2_1_4,40,Leeward,-0.558822,0.086952,-0.942115,-0.271779,-0.607030,-0.546765,-0.498484,0.108545,0.670337,0.155599,-0.794202,0.967971
Alpha1_4,2_1_4,40,SideLeft,-0.595369,0.102302,-1.078675,-0.348324,-0.657805,-0.581067,-0.521015,0.136790,0.730350,0.171829,-0.772248,0.866917
Alpha1_4,2_1_4,45,Windward,0.308650,0.138010,-0.072048,0.985695,0.212799,0.300817,0.392231,0.179432,1.057743,0.447143,0.497384,0.657864
Alpha1_4,2_1_4,45,SideRight,0.142366,0.159289,-0.392568,0.738093,0.031182,0.140485,0.246889,0.215707,1.130660,1.118868,0.128783,0.033901
Alpha1_4,2_1_4,45,Leeward,-0.572830,0.082377,-0.914837,-0.338528,-0.624844,-0.566086,-0.512910,0.111933,0.576309,0.143807,-0.479585,0.229843
Alpha1_4,2_1_4,45,SideLeft,-0.585585,0.095706,-1.171510,-0.309348,-0.637067,-0.575684,-0.520641,0.116426,0.862161,0.163437,-0.935076,2.259100
Alpha1_4,2_1_4,50,Windward,0.233252,0.128425,-0.160119,0.724361,0.140953,0.226561,0.318152,0.177199,0.884480,0.550584,0.258887,-0.038363
Alpha1_4,2_1_4,50,SideRight,0.240523,0.151233,-0.263995,1.007777,0.138334,0.227056,0.328749,0.190415,1.271772,0.628769,0.485474,0.627507
Alpha1_4,2_1_4,50,Leeward,-0.563993,0.087401,-0.998429,-0.311344,-0.615279,-0.554760,-0.503943,0.111336,0.687085,0.154969,-0.674037,0.821864
Alpha1_4,2_1_4,50,SideLeft,-0.544064,0.093637,-1.058221,-0.279630,-0.598241,-0.534855,-0.479720,0.118522,0.778591,0.172106,-0.733453,1.301936
Alpha1_4,2_1_4,55,Windward,0.157960,0.123572,-0.207851,0.678176,0.072312,0.147191,0.236352,0.164040,0.886027,0.782301,0.392772,0.045684
Alpha1_4,2_1_4,55,SideRight,0.329952,0.153505,-0.070318,0.998653,0.224159,0.315202,0.422494,0.198335,1.068971,0.465234,0.561942,0.571763
Alpha1_4,2_1_4,55,Leeward,-0.604661,0.090066,-0.972267,-0.341459,-0.660265,-0.597318,-0.539806,0.120458,0.630808,0.148952,-0.478833,0.265908
Alpha1_4,2_1_4,55,SideLeft,-0.553792,0.101087,-1.309411,-0.285138,-0.602837,-0.541884,-0.488482,0.114355,1.024273,0.182535,-1.412175,5.240020
Alpha1_4,2_1_4,60,Windward,0.069527,0.123039,-0.360974,0.494726,-0.018722,0.068757,0.157186,0.175908,0.855700,1.769641,0.024326,-0.230622
Alpha1_4,2_1_4,60,SideRight,0.407555,0.158790,-0.136956,1.104220,0.294851,0.401424,0.509562,0.214712,1.241177,0.389617,0.261308,0.072350
Alpha1_4,2_1_4,60,Leeward,-0.629310,0.099270,-1.012927,-0.376325,-0.690483,-0.615708,-0.556757,0.133726,0.636603,0.157744,-0.572173,0.099884
Alpha1_4,2_1_4,60,SideLeft,-0.536002,0.091979,-1.110780,-0.289803,-0.588192,-0.526785,-0.472711,0.115481,0.820977,0.171602,-0.916964,2.267025
Alpha1_4,2_1_4,65,Windward,-0.021963,0.116796,-0.496203,0.430156,-0.098178,-0.024916,0.052231,0.150409,0.926359,5.317814,0.076044,0.382364
Alpha1_4,2_1_4,65,SideRight,0.471882,0.169599,0.032863,1.102439,0.350637,0.459360,0.581797,0.231160,1.069575,0.359410,0.379869,-0.091173
Alpha1_4,2_1_4,65,Leeward,-0.627594,0.110908,-1.162831,-0.341267,-0.688096,-0.616182,-0.552294,0.135802,0.821564,0.176720,-0.779044,1.241445
Alpha1_4,2_1_4,65,SideLeft,-0.488788,0.086304,-0.919577,-0.240462,-0.538989,-0.482952,-0.428681,0.110308,0.679115,0.176567,-0.597219,0.784287
Alpha1_4,2_1_4,70,Windward,-0.142409,0.116235,-0.596263,0.263064,-0.216755,-0.135309,-0.064005,0.152750,0.859326,0.816205,-0.235970,0.259008
Alpha1_4,2_1_4,70,SideRight,0.508267,0.182411,-0.016419,1.171418,0.375433,0.501447,0.627837,0.252405,1.187837,0.358889,0.280109,-0.136609
Alpha1_4,2_1_4,70,Leeward,-0.655468,0.131420,-1.262576,-0.323547,-0.738487,-0.640941,-0.560130,0.178357,0.939029,0.200498,-0.585105,0.395186
Alpha1_4,2_1_4,70,SideLeft,-0.474898,0.090832,-0.960938,-0.193203,-0.530206,-0.467831,-0.412575,0.117631,0.767736,0.191266,-0.495501,0.655128
Alpha1_4,2_1_4,75,Windward,-0.258331,0.123591,-0.772764,0.196339,-0.336113,-0.250059,-0.173193,0.162919,0.969103,0.478420,-0.287768,0.170247
Alpha1_4,2_1_4,75,SideRight,0.559183,0.185953,0.073028,1.367798,0.421834,0.552540,0.676322,0.254488,1.294770,0.332545,0.373631,0.061427
Alpha1_4,2_1_4,75,Leeward,-0.660257,0.122332,-1.184921,-0.333255,-0.735620,-0.649880,-0.573080,0.162540,0.851665,0.185279,-0.515636,0.326647
Alpha1_4,2_1_4,75,SideLeft,-0.432474,0.085729,-0.781018,-0.168361,-0.488047,-0.428819,-0.369822,0.118225,0.612658,0.198229,-0.305778,-0.103599
Alpha1_4,2_1_4,80,Windward,-0.395898,0.149907,-1.175899,0.099177,-0.482913,-0.384254,-0.294998,0.187915,1.275076,0.378649,-0.566713,0.988728
Alpha1_4,2_1_4,80,SideRight,0.561053,0.184847,0.033011,1.322963,0.425561,0.545784,0.679885,0.254324,1.289953,0.329464,0.429300,0.015046
Alpha1_4,2_1_4,80,Leeward,-0.693463,0.141288,-1.336135,-0.287555,-0.777936,-0.683736,-0.595653,0.182282,1.048580,0.203742,-0.562288,0.752903
Alpha1_4,2_1_4,80,SideLeft,-0.396060,0.088606,-0.816290,-0.161630,-0.450209,-0.387669,-0.331884,0.118325,0.654660,0.223718,-0.604805,0.494411
Alpha1_4,2_1_4,85,Windward,-0.509517,0.148729,-1.299962,-0.031197,-0.597119,-0.496617,-0.405284,0.191836,1.268765,0.291903,-0.580236,0.768193
Alpha1_4,2_1_4,85,SideRight,0.554710,0.184073,-0.007686,1.396445,0.423871,0.541291,0.671925,0.248053,1.404131,0.331836,0.417179,0.169379
Alpha1_4,2_1_4,85,Leeward,-0.687823,0.147814,-1.466716,-0.194999,-0.778524,-0.681986,-0.587427,0.191097,1.271716,0.214902,-0.308860,0.497669
Alpha1_4,2_1_4,85,SideLeft,-0.343409,0.078619,-0.741776,-0.121791,-0.391803,-0.333618,-0.286214,0.105589,0.619985,0.228937,-0.656653,0.624261
Alpha1_4,2_1_4,90,Windward,-0.631364,0.151716,-1.169469,-0.236603,-0.734358,-0.624793,-0.519022,0.215336,0.932866,0.240299,-0.262873,-0.298453
Alpha1_4,2_1_4,90,SideRight,0.584360,0.171900,0.114898,1.172170,0.461782,0.572436,0.701979,0.240196,1.057272,0.294169,0.270199,-0.284556
Alpha1_4,2_1_4,90,Leeward,-0.646754,0.149782,-1.205690,-0.187468,-0.741846,-0.634859,-0.540594,0.201252,1.018223,0.231590,-0.363169,0.051241
Alpha1_4,2_1_4,90,SideLeft,-0.303071,0.063557,-0.610375,-0.109084,-0.341655,-0.296678,-0.258049,0.083606,0.501291,0.209711,-0.589972,0.578788
Alpha1_4,2_1_4,95,Windward,-0.682711,0.144015,-1.366251,-0.299911,-0.768641,-0.671727,-0.585900,0.182741,1.066340,0.210946,-0.575217,0.849894
Alpha1_4,2_1_4,95,SideRight,0.543351,0.178780,0.065695,1.245041,0.417283,0.529318,0.656042,0.238759,1.179347,0.329033,0.461600,0.208772
Alpha1_4,2_1_4,95,Leeward,-0.543983,0.159364,-1.229884,-0.100824,-0.640744,-0.529290,-0.429595,0.211150,1.129060,0.292958,-0.559797,0.367850
Alpha1_4,2_1_4,95,SideLeft,-0.314454,0.065416,-0.734670,-0.093722,-0.349920,-0.308091,-0.270331,0.079589,0.640947,0.208029,-0.937674,2.441198
Alpha1_4,2_1_4,100,Windward,-0.702068,0.144696,-1.276444,-0.291916,-0.791783,-0.696748,-0.599518,0.192265,0.984528,0.206100,-0.328787,0.131864
Alpha1_4,2_1_4,100,SideRight,0.563189,0.195153,0.038461,1.269724,0.419402,0.547537,0.689898,0.270496,1.231264,0.346514,0.394501,-0.095489
Alpha1_4,2_1_4,100,Leeward,-0.443297,0.162735,-1.155173,0.028147,-0.542150,-0.432655,-0.328102,0.214048,1.183320,0.367100,-0.476140,0.420509
Alpha1_4,2_1_4,100,SideLeft,-0.370832,0.085233,-0.761882,-0.154116,-0.422088,-0.361194,-0.309124,0.112965,0.607766,0.229843,-0.672946,0.639555
Alpha1_4,2_1_5,0,Windward,0.569166,0.169013,0.120886,1.179368,0.446834,0.554382,0.675929,0.229096,1.058482,0.296948,0.388427,-0.159996
Alpha1_4,2_1_5,0,SideRight,-0.838429,0.239979,-1.879867,-0.321297,-0.962276,-0.799299,-0.665406,0.296870,1.558569,0.286224,-0.969077,1.064557
Alpha1_4,2_1_5,0,Leeward,-0.657304,0.118193,-1.253823,-0.339068,-0.725213,-0.643089,-0.573711,0.151502,0.914755,0.179814,-0.799603,1.164872
Alpha1_4,2_1_5,0,SideLeft,-0.853217,0.241654,-2.117218,-0.348374,-0.976496,-0.815831,-0.683303,0.293193,1.768844,0.283227,-1.034125,1.594808
Alpha1_4,2_1_5,5,Windward,0.557790,0.159704,0.099248,1.130885,0.445378,0.548016,0.664408,0.219030,1.031636,0.286315,0.290602,-0.048157
Alpha1_4,2_1_5,5,SideRight,-0.865103,0.225901,-1.753775,-0.341127,-0.994506,-0.836772,-0.701149,0.293357,1.412649,0.261126,-0.676394,0.306175
Alpha1_4,2_1_5,5,Leeward,-0.648391,0.105949,-1.089317,-0.326027,-0.712522,-0.637334,-0.573589,0.138932,0.763290,0.163403,-0.492540,0.256194
Alpha1_4,2_1_5,5,SideLeft,-0.804728,0.216976,-1.808635,-0.317490,-0.920463,-0.767045,-0.650912,0.269551,1.491144,0.269626,-0.953118,1.102651
Alpha1_4,2_1_5,10,Windward,0.577208,0.170988,0.151942,1.192470,0.451150,0.565998,0.685750,0.234600,1.040528,0.296233,0.398306,-0.164380
Alpha1_4,2_1_5,10,SideRight,-0.908005,0.249324,-2.284086,-0.266151,-1.047142,-0.877616,-0.729792,0.317349,2.017936,0.274584,-0.828056,1.273677
Alpha1_4,2_1_5,10,Leeward,-0.644089,0.118753,-1.450456,-0.357950,-0.710542,-0.631709,-0.562264,0.148278,1.092506,0.184373,-0.947051,2.372660
Alpha1_4,2_1_5,10,SideLeft,-0.771214,0.213731,-1.994273,-0.294938,-0.889051,-0.737647,-0.616276,0.272776,1.699334,0.277136,-1.004909,1.617313
Alpha1_4,2_1_5,15,Windward,0.559632,0.174727,0.069707,1.304817,0.435427,0.544448,0.665325,0.229899,1.235110,0.312218,0.526619,0.403580
Alpha1_4,2_1_5,15,SideRight,-0.902099,0.229148,-1.925647,-0.175950,-1.048113,-0.887250,-0.744039,0.304073,1.749697,0.254016,-0.335670,0.180511
Alpha1_4,2_1_5,15,Leeward,-0.606648,0.108559,-1.087816,-0.327269,-0.674313,-0.592117,-0.525767,0.148546,0.760547,0.178949,-0.686711,0.447165
Alpha1_4,2_1_5,15,SideLeft,-0.707348,0.173845,-1.614431,-0.322619,-0.798522,-0.676301,-0.585293,0.213228,1.291812,0.245771,-1.068941,1.602639
Alpha1_4,2_1_5,20,Windward,0.568800,0.168354,0.109427,1.108869,0.446651,0.558901,0.684581,0.237930,0.999442,0.295981,0.204582,-0.332605
Alpha1_4,2_1_5,20,SideRight,-0.819639,0.250689,-1.936606,-0.115159,-0.977512,-0.804933,-0.645186,0.332326,1.821447,0.305854,-0.319697,0.082176
Alpha1_4,2_1_5,20,Leeward,-0.584218,0.107784,-1.266022,-0.315215,-0.641143,-0.570376,-0.508238,0.132905,0.950807,0.184492,-1.119339,2.976799
Alpha1_4,2_1_5,20,SideLeft,-0.663428,0.148003,-2.039123,-0.345048,-0.735047,-0.641524,-0.564825,0.170223,1.694075,0.223088,-1.918218,9.570083
Alpha1_4,2_1_5,25,Windward,0.542110,0.159957,0.092507,1.210436,0.427084,0.537613,0.647231,0.220147,1.117929,0.295064,0.281300,0.132946
Alpha1_4,2_1_5,25,SideRight,-0.661330,0.248459,-1.713282,0.013895,-0.822755,-0.646751,-0.485107,0.337647,1.727177,0.375695,-0.330467,0.095240
Alpha1_4,2_1_5,25,Leeward,-0.580853,0.087004,-1.082929,-0.368349,-0.630301,-0.571909,-0.519934,0.110366,0.714580,0.149787,-0.887871,1.894725
Alpha1_4,2_1_5,25,SideLeft,-0.640440,0.104646,-1.126279,-0.317927,-0.701505,-0.632266,-0.565829,0.135676,0.808352,0.163397,-0.688424,0.933620
Alpha1_4,2_1_5,30,Windward,0.494550,0.151784,0.068630,1.081214,0.389513,0.489102,0.591185,0.201673,1.012584,0.306913,0.287880,0.108914
Alpha1_4,2_1_5,30,SideRight,-0.381165,0.229052,-1.515663,0.285456,-0.526761,-0.356077,-0.218822,0.307939,1.801119,0.600925,-0.501873,0.354043
Alpha1_4,2_1_5,30,Leeward,-0.564116,0.077807,-0.924263,-0.294757,-0.612842,-0.564317,-0.511693,0.101149,0.629506,0.137928,-0.153229,0.458973
Alpha1_4,2_1_5,30,SideLeft,-0.616353,0.099538,-1.105807,-0.319214,-0.670246,-0.605472,-0.549557,0.120690,0.786594,0.161495,-0.690382,1.076513
Alpha1_4,2_1_5,35,Windward,0.422099,0.142232,0.050842,0.968295,0.317923,0.413215,0.518608,0.200686,0.917453,0.336963,0.261735,-0.238468
Alpha1_4,2_1_5,35,SideRight,-0.149880,0.183031,-0.963050,0.503132,-0.272043,-0.144760,-0.021592,0.250451,1.466182,1.221189,-0.236852,0.292659
Alpha1_4,2_1_5,35,Leeward,-0.562514,0.079237,-0.891626,-0.332752,-0.611461,-0.557269,-0.507199,0.104262,0.558874,0.140862,-0.396061,0.189728
Alpha1_4,2_1_5,35,SideLeft,-0.603508,0.100520,-1.272235,-0.365879,-0.655447,-0.591283,-0.536261,0.119186,0.906356,0.166559,-1.045037,2.518069
Alpha1_4,2_1_5,40,Windward,0.383691,0.147055,-0.005174,1.012846,0.277802,0.370299,0.473683,0.195882,1.018020,0.383265,0.524390,0.263019
Alpha1_4,2_1_5,40,SideRight,0.011679,0.147725,-0.518418,0.508555,-0.087466,0.016038,0.114059,0.201525,1.026973,12.649188,-0.085843,-0.033730
Alpha1_4,2_1_5,40,Leeward,-0.553080,0.085708,-0.950872,-0.316134,-0.603051,-0.548481,-0.493832,0.109219,0.634738,0.154966,-0.589534,0.898038
Alpha1_4,2_1_5,40,SideLeft,-0.576884,0.095929,-1.120272,-0.306144,-0.632972,-0.571144,-0.509649,0.123323,0.814128,0.166288,-0.649354,1.184491
Alpha1_4,2_1_5,45,Windward,0.329537,0.127840,-0.025975,0.789086,0.236449,0.323261,0.414394,0.177945,0.815061,0.387937,0.248549,-0.248833
Alpha1_4,2_1_5,45,SideRight,0.157054,0.147980,-0.699520,0.699850,0.065258,0.158294,0.252760,0.187502,1.399370,0.942224,-0.181077,0.829364
Alpha1_4,2_1_5,45,Leeward,-0.565266,0.078731,-0.856305,-0.362448,-0.616098,-0.560948,-0.508711,0.107387,0.493857,0.139281,-0.411386,0.103913
Alpha1_4,2_1_5,45,SideLeft,-0.563248,0.088899,-0.900157,-0.326165,-0.618356,-0.554548,-0.498220,0.120136,0.573992,0.157833,-0.487743,0.077853
Alpha1_4,2_1_5,50,Windward,0.258342,0.123190,-0.144487,0.714753,0.172337,0.252658,0.335506,0.163169,0.859241,0.476847,0.297767,0.114225
Alpha1_4,2_1_5,50,SideRight,0.287100,0.135451,-0.192031,0.748398,0.193659,0.280521,0.378707,0.185048,0.940428,0.471790,0.152355,-0.068242
Alpha1_4,2_1_5,50,Leeward,-0.573861,0.087387,-0.986773,-0.335313,-0.628272,-0.569759,-0.510729,0.117543,0.651460,0.152279,-0.442888,0.380935
Alpha1_4,2_1_5,50,SideLeft,-0.555061,0.097364,-1.255112,-0.321803,-0.605788,-0.545275,-0.490067,0.115721,0.933309,0.175412,-1.202568,3.791339
Alpha1_4,2_1_5,55,Windward,0.164244,0.116437,-0.207307,0.635953,0.081062,0.155772,0.241452,0.160391,0.843259,0.708926,0.267689,0.003535
Alpha1_4,2_1_5,55,SideRight,0.346818,0.135731,-0.076800,0.963428,0.251686,0.338960,0.428199,0.176513,1.040228,0.391361,0.425347,0.268045
Alpha1_4,2_1_5,55,Leeward,-0.584454,0.100854,-1.100091,-0.308302,-0.642842,-0.570051,-0.513358,0.129484,0.791789,0.172561,-0.753817,0.841927
Alpha1_4,2_1_5,55,SideLeft,-0.535834,0.092172,-0.951767,-0.272955,-0.591133,-0.523106,-0.471477,0.119655,0.678811,0.172016,-0.618036,0.515965
Alpha1_4,2_1_5,60,Windward,0.074750,0.115107,-0.308308,0.492008,0.000479,0.075009,0.151942,0.151463,0.800316,1.539897,-0.043880,-0.018818
Alpha1_4,2_1_5,60,SideRight,0.423290,0.147322,0.008396,1.069063,0.318929,0.416285,0.518387,0.199458,1.060667,0.348042,0.320168,0.114616
Alpha1_4,2_1_5,60,Leeward,-0.612614,0.089402,-1.084785,-0.353504,-0.667185,-0.604204,-0.550029,0.117155,0.731281,0.145935,-0.596095,0.931939
Alpha1_4,2_1_5,60,SideLeft,-0.540965,0.091373,-1.266390,-0.288905,-0.592736,-0.530333,-0.477849,0.114886,0.977485,0.168907,-0.886445,2.601704
Alpha1_4,2_1_5,65,Windward,-0.032077,0.108690,-0.389278,0.527459,-0.099656,-0.032448,0.036265,0.135920,0.916737,3.388451,0.048136,0.451612
Alpha1_4,2_1_5,65,SideRight,0.483973,0.163019,0.023685,1.170368,0.365999,0.468023,0.587115,0.221116,1.146683,0.336835,0.498247,0.234154
Alpha1_4,2_1_5,65,Leeward,-0.612717,0.097464,-1.039185,-0.320046,-0.672929,-0.605247,-0.544344,0.128585,0.719139,0.159069,-0.470043,0.442049
Alpha1_4,2_1_5,65,SideLeft,-0.499175,0.081174,-0.841429,-0.245476,-0.549102,-0.493788,-0.442940,0.106162,0.595953,0.162616,-0.403055,0.264702
Alpha1_4,2_1_5,70,Windward,-0.146108,0.112054,-0.813716,0.228423,-0.218993,-0.142288,-0.068591,0.150402,1.042138,0.766926,-0.350759,0.857099
Alpha1_4,2_1_5,70,SideRight,0.522245,0.167225,0.109186,1.343471,0.405287,0.503420,0.626201,0.220915,1.234285,0.320204,0.611767,0.594537
Alpha1_4,2_1_5,70,Leeward,-0.614275,0.099439,-1.117365,-0.341730,-0.671351,-0.605104,-0.547516,0.123835,0.775635,0.161880,-0.565340,0.802207
Alpha1_4,2_1_5,70,SideLeft,-0.464081,0.076483,-0.805918,-0.180136,-0.513762,-0.460876,-0.410034,0.103728,0.625782,0.164804,-0.336470,0.337587
Alpha1_4,2_1_5,75,Windward,-0.272490,0.115352,-0.724059,0.110707,-0.345917,-0.266560,-0.192984,0.152933,0.834766,0.423327,-0.304875,0.157072
Alpha1_4,2_1_5,75,SideRight,0.563479,0.150711,0.117080,1.120419,0.457780,0.558506,0.664139,0.206359,1.003339,0.267465,0.194757,-0.113719
Alpha1_4,2_1_5,75,Leeward,-0.636620,0.114138,-1.132712,-0.286612,-0.702657,-0.627412,-0.559460,0.143197,0.846100,0.179287,-0.574216,0.818399
Alpha1_4,2_1_5,75,SideLeft,-0.430126,0.081550,-0.746805,-0.157745,-0.481068,-0.423610,-0.373276,0.107792,0.589060,0.189596,-0.423417,0.252878
Alpha1_4,2_1_5,80,Windward,-0.418438,0.134945,-0.969021,-0.027803,-0.505946,-0.406997,-0.324831,0.181115,0.941219,0.322496,-0.368061,0.005757
Alpha1_4,2_1_5,80,SideRight,0.567140,0.170623,0.113299,1.217963,0.442014,0.553943,0.683881,0.241867,1.104665,0.300849,0.338423,-0.205182
