alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_6,3_1_4,25,Windward,0.638873,0.158533,0.207511,1.158955,0.526536,0.629339,0.738817,0.212281,0.951444,0.248145,0.288123,-0.161461
Alpha1_6,3_1_4,25,SideRight,-0.834467,0.253875,-1.926951,-0.154981,-0.999833,-0.814487,-0.653320,0.346513,1.771970,0.304236,-0.432855,0.200059
Alpha1_6,3_1_4,25,Leeward,-0.648019,0.107415,-1.101136,-0.341498,-0.712022,-0.635321,-0.572493,0.139529,0.759638,0.165759,-0.616885,0.412554
Alpha1_6,3_1_4,25,SideLeft,-0.708048,0.153526,-1.585493,-0.365901,-0.787120,-0.684747,-0.602785,0.184334,1.219593,0.216830,-1.182273,2.550299
Alpha1_6,3_1_4,30,Windward,0.593907,0.159785,0.182596,1.257956,0.476880,0.578919,0.693487,0.216607,1.075361,0.269041,0.488205,0.162445
Alpha1_6,3_1_4,30,SideRight,-0.578309,0.253189,-1.507482,0.117127,-0.736501,-0.555114,-0.397641,0.338860,1.624609,0.437809,-0.472336,0.067066
Alpha1_6,3_1_4,30,Leeward,-0.618387,0.084212,-0.981866,-0.381302,-0.669368,-0.612604,-0.557587,0.111781,0.600564,0.136180,-0.607073,0.757077
Alpha1_6,3_1_4,30,SideLeft,-0.674716,0.114942,-1.431021,-0.355469,-0.738311,-0.662007,-0.595061,0.143251,1.075552,0.170356,-1.107040,3.237341
Alpha1_6,3_1_4,35,Windward,0.559150,0.142340,0.144262,1.048696,0.452292,0.544960,0.653176,0.200885,0.904434,0.254566,0.382924,-0.276863
Alpha1_6,3_1_4,35,SideRight,-0.290605,0.226642,-1.387084,0.323677,-0.431594,-0.268302,-0.124132,0.307462,1.710760,0.779897,-0.511546,0.323184
Alpha1_6,3_1_4,35,Leeward,-0.609742,0.077699,-0.944187,-0.397590,-0.655501,-0.605734,-0.556016,0.099485,0.546597,0.127429,-0.501001,0.556809
Alpha1_6,3_1_4,35,SideLeft,-0.658638,0.104119,-1.250540,-0.351721,-0.717985,-0.653758,-0.588149,0.129836,0.898819,0.158083,-0.562855,1.066702
Alpha1_6,3_1_4,40,Windward,0.480377,0.140216,0.052983,0.951705,0.376965,0.469753,0.569955,0.192990,0.898721,0.291887,0.382806,-0.209703
Alpha1_6,3_1_4,40,SideRight,-0.059135,0.188617,-1.009928,0.553749,-0.169496,-0.050275,0.069200,0.238695,1.563678,3.189584,-0.524565,0.838748
Alpha1_6,3_1_4,40,Leeward,-0.643269,0.082516,-0.992774,-0.396188,-0.696946,-0.635653,-0.585241,0.111706,0.596586,0.128277,-0.496802,0.397030
Alpha1_6,3_1_4,40,SideLeft,-0.672930,0.115486,-1.379927,-0.372280,-0.725485,-0.657706,-0.598120,0.127365,1.007647,0.171616,-1.340485,3.503642
Alpha1_6,3_1_4,45,Windward,0.435684,0.127024,0.084025,0.931749,0.342100,0.425492,0.517429,0.175329,0.847724,0.291550,0.423744,0.010284
Alpha1_6,3_1_4,45,SideRight,0.151496,0.167273,-0.445149,0.704746,0.037507,0.153063,0.267159,0.229651,1.149895,1.104140,-0.044750,-0.213999
Alpha1_6,3_1_4,45,Leeward,-0.635349,0.075743,-0.910913,-0.392229,-0.683763,-0.630248,-0.583842,0.099922,0.518684,0.119215,-0.321037,0.044032
Alpha1_6,3_1_4,45,SideLeft,-0.626647,0.094639,-1.102324,-0.357173,-0.684179,-0.617538,-0.558030,0.126150,0.745152,0.151024,-0.699583,1.138687
Alpha1_6,3_1_4,50,Windward,0.347613,0.117763,-0.015569,0.791259,0.264459,0.340905,0.424852,0.160392,0.806827,0.338777,0.260090,-0.097307
Alpha1_6,3_1_4,50,SideRight,0.314936,0.160813,-0.304809,0.935159,0.203689,0.305933,0.418714,0.215025,1.239968,0.510621,0.219262,0.009760
Alpha1_6,3_1_4,50,Leeward,-0.666929,0.085839,-1.027296,-0.385501,-0.719537,-0.661861,-0.607319,0.112218,0.641795,0.128708,-0.343879,0.271071
Alpha1_6,3_1_4,50,SideLeft,-0.625921,0.093503,-1.088919,-0.341395,-0.684940,-0.617375,-0.558853,0.126087,0.747524,0.149384,-0.555906,0.621011
Alpha1_6,3_1_4,55,Windward,0.249120,0.102312,-0.058982,0.654218,0.176214,0.240424,0.315802,0.139588,0.713199,0.410692,0.367511,0.095227
Alpha1_6,3_1_4,55,SideRight,0.425061,0.155575,-0.058704,1.064130,0.316580,0.423456,0.525694,0.209114,1.122834,0.366007,0.205537,-0.021854
Alpha1_6,3_1_4,55,Leeward,-0.658780,0.081810,-0.950450,-0.390881,-0.713842,-0.654377,-0.601237,0.112606,0.559570,0.124184,-0.191031,-0.208481
Alpha1_6,3_1_4,55,SideLeft,-0.579984,0.085286,-1.038257,-0.325347,-0.631290,-0.576135,-0.520685,0.110605,0.712909,0.147048,-0.493198,0.873891
Alpha1_6,3_1_4,60,Windward,0.149248,0.104001,-0.161904,0.589386,0.077050,0.139674,0.212475,0.135424,0.751289,0.696831,0.467433,0.239031
Alpha1_6,3_1_4,60,SideRight,0.513685,0.163997,0.074264,1.146619,0.390935,0.501431,0.624214,0.233279,1.072355,0.319257,0.323252,-0.285549
Alpha1_6,3_1_4,60,Leeward,-0.698437,0.093600,-1.160714,-0.420347,-0.758426,-0.689773,-0.632027,0.126400,0.740367,0.134013,-0.512683,0.537817
Alpha1_6,3_1_4,60,SideLeft,-0.579046,0.082139,-0.906438,-0.322301,-0.625535,-0.571166,-0.523538,0.101998,0.584137,0.141852,-0.557154,0.546316
Alpha1_6,3_1_4,65,Windward,0.056004,0.091414,-0.220833,0.476708,-0.006944,0.052814,0.116077,0.123020,0.697541,1.632276,0.236853,0.181770
Alpha1_6,3_1_4,65,SideRight,0.585907,0.161148,0.099827,1.162133,0.472008,0.581292,0.697530,0.225521,1.062307,0.275040,0.159760,-0.222277
Alpha1_6,3_1_4,65,Leeward,-0.706360,0.096324,-1.066734,-0.397140,-0.763726,-0.698702,-0.641747,0.121979,0.669594,0.136366,-0.380183,0.179348
Alpha1_6,3_1_4,65,SideLeft,-0.544925,0.078445,-0.974457,-0.270932,-0.596930,-0.540994,-0.491669,0.105262,0.703525,0.143955,-0.249910,0.389490
Alpha1_6,3_1_4,70,Windward,-0.046159,0.094037,-0.389410,0.337352,-0.111742,-0.048745,0.015153,0.126896,0.726763,2.037229,0.241842,0.177041
Alpha1_6,3_1_4,70,SideRight,0.643813,0.165128,0.160541,1.253943,0.524368,0.637278,0.758579,0.234211,1.093402,0.256485,0.186176,-0.234794
Alpha1_6,3_1_4,70,Leeward,-0.747060,0.120796,-1.367260,-0.382985,-0.821628,-0.733100,-0.661065,0.160563,0.984275,0.161696,-0.605994,0.615076
Alpha1_6,3_1_4,70,SideLeft,-0.509205,0.076214,-0.796601,-0.223598,-0.559597,-0.506431,-0.455632,0.103965,0.573003,0.149672,-0.165759,-0.068154
Alpha1_6,3_1_4,75,Windward,-0.159275,0.095157,-0.568515,0.172239,-0.222997,-0.158759,-0.095866,0.127131,0.740754,0.597439,-0.151528,0.209999
Alpha1_6,3_1_4,75,SideRight,0.700809,0.178012,0.207184,1.349728,0.570262,0.689637,0.830240,0.259977,1.142544,0.254010,0.164757,-0.516997
Alpha1_6,3_1_4,75,Leeward,-0.782417,0.131720,-1.302944,-0.399363,-0.863121,-0.775440,-0.689284,0.173837,0.903581,0.168350,-0.341742,0.118019
Alpha1_6,3_1_4,75,SideLeft,-0.473015,0.081146,-0.791628,-0.192146,-0.523103,-0.468503,-0.419055,0.104048,0.599482,0.171550,-0.329328,0.377555
Alpha1_6,3_1_4,80,Windward,-0.270925,0.099027,-0.631112,0.058175,-0.335346,-0.264742,-0.203019,0.132327,0.689288,0.365514,-0.292586,0.110038
Alpha1_6,3_1_4,80,SideRight,0.678780,0.173077,0.181346,1.356760,0.553015,0.674012,0.792859,0.239845,1.175413,0.254982,0.289599,-0.050341
Alpha1_6,3_1_4,80,Leeward,-0.784832,0.135068,-1.445846,-0.360278,-0.872196,-0.775987,-0.686439,0.185757,1.085568,0.172098,-0.386431,0.370436
Alpha1_6,3_1_4,80,SideLeft,-0.397746,0.074321,-0.660911,-0.159087,-0.444975,-0.392611,-0.346327,0.098647,0.501824,0.186854,-0.335055,-0.014261
Alpha1_6,3_1_4,85,Windward,-0.378586,0.107581,-0.772739,-0.039588,-0.448063,-0.367760,-0.302608,0.145456,0.733151,0.284166,-0.393055,0.051990
Alpha1_6,3_1_4,85,SideRight,0.691810,0.173826,0.211863,1.414625,0.567102,0.677518,0.804365,0.237262,1.202762,0.251263,0.382239,-0.093509
Alpha1_6,3_1_4,85,Leeward,-0.758881,0.136405,-1.446240,-0.362642,-0.839092,-0.749663,-0.662786,0.176306,1.083598,0.179745,-0.500938,0.435055
Alpha1_6,3_1_4,85,SideLeft,-0.335640,0.063611,-0.651598,-0.119928,-0.375467,-0.330430,-0.291339,0.084128,0.531670,0.189522,-0.511690,0.633334
Alpha1_6,3_1_4,90,Windward,-0.521255,0.117927,-1.038792,-0.183961,-0.595710,-0.510438,-0.436874,0.158836,0.854831,0.226237,-0.500915,0.193574
Alpha1_6,3_1_4,90,SideRight,0.699294,0.174870,0.249460,1.385702,0.572158,0.683664,0.813693,0.241535,1.136242,0.250066,0.419812,0.066442
Alpha1_6,3_1_4,90,Leeward,-0.637859,0.133317,-1.172915,-0.259762,-0.719606,-0.626868,-0.546179,0.173427,0.913154,0.209007,-0.377259,0.183852
Alpha1_6,3_1_4,90,SideLeft,-0.285555,0.045958,-0.500048,-0.126697,-0.313755,-0.283179,-0.254448,0.059307,0.373351,0.160942,-0.358948,0.413160
Alpha1_6,3_1_4,95,Windward,-0.675760,0.131421,-1.310773,-0.299267,-0.757181,-0.664339,-0.582584,0.174597,1.011505,0.194479,-0.529846,0.472018
Alpha1_6,3_1_4,95,SideRight,0.687237,0.182168,0.170098,1.437996,0.557457,0.677064,0.801910,0.244453,1.267898,0.265073,0.308957,-0.047594
Alpha1_6,3_1_4,95,Leeward,-0.502127,0.129262,-0.997193,-0.104879,-0.578420,-0.490958,-0.413123,0.165297,0.892314,0.257428,-0.452234,0.270137
Alpha1_6,3_1_4,95,SideLeft,-0.310415,0.053278,-0.595214,-0.108173,-0.341885,-0.305997,-0.274181,0.067704,0.487041,0.171636,-0.569097,1.059415
Alpha1_6,3_1_4,100,Windward,-0.772629,0.131531,-1.281885,-0.344974,-0.860177,-0.768256,-0.682899,0.177278,0.936911,0.170238,-0.206434,-0.026877
Alpha1_6,3_1_4,100,SideRight,0.694924,0.171333,0.182045,1.274335,0.568610,0.689284,0.814370,0.245760,1.092290,0.246550,0.165419,-0.335475
Alpha1_6,3_1_4,100,Leeward,-0.346966,0.114698,-0.881981,-0.006064,-0.419690,-0.339847,-0.266836,0.152854,0.875917,0.330575,-0.408181,0.348038
Alpha1_6,3_1_4,100,SideLeft,-0.365559,0.066386,-0.749231,-0.163023,-0.407187,-0.359791,-0.317788,0.089400,0.586208,0.181602,-0.545716,0.619492
